scrip,kind,a,b,c,d
SAPORTL,signal,Bearish Engulfing,263,53.2,-0.52
SAPORTL,signal,Three Black Crows,92,57.6,-0.74
SAPORTL,signal,Morning Star,85,42.4,-0.94
SAPORTL,signal,Above the Stomach,112,38.4,-1.13
SAPORTL,signal,Three Outside Up,46,39.1,-1.38
SAPORTL,signal,Below the Stomach,50,48.0,-1.44
SAPORTL,signal,RSI>70 overbought,216,57.4,-2.04
SAPORTL,signal,MACD bear cross,135,52.6,-2.27
SAPORTL,signal,Stretch>50% vs MA200,144,51.4,-2.43
SAPORTL,signal,Double Bottom,63,36.5,-2.47
SAPORTL,signal,Bearish Harami,57,43.9,-2.72
SAPORTL,signal,52w-low breakdown,133,40.6,-3.5
SAPORTL,signal,Price reclaims MA200,67,44.8,-4.01
SAPORTL,bounce,2024-06-19,24.2,29.4,21
SAPORTL,bounce,2024-10-24,17.2,26.0,51
SAPORTL,bounce,2025-01-13,19.8,24.4,23
SAPORTL,bounce,2025-06-22,20.6,25.9,26
SAPORTL,bounce,2025-08-13,23.5,46.0,96
SAPORTL,bounce,2025-10-20,40.1,49.0,22
SAPORTL,bounce,2025-12-14,38.8,53.9,39
SAPORTL,bounce,2026-05-18,42.7,64.3,51
SAVAREFR,signal,Stretch<-30% vs MA200,269,54.3,8.67
SAVAREFR,signal,Inverted Hammer,66,59.1,4.59
SAVAREFR,signal,52w-high breakout,53,35.8,4.31
SAVAREFR,signal,Above the Stomach,60,51.7,3.34
SAVAREFR,signal,Stretch>50% vs MA200,187,59.9,2.79
SAVAREFR,signal,Stochastic<20,641,55.9,2.79
SAVAREFR,signal,RSI<30 oversold,77,58.4,2.75
SAVAREFR,signal,Bullish Marubozu,38,44.7,2.29
SAVAREFR,signal,Below lower Bollinger,132,48.5,1.24
SAVAREFR,signal,Price reclaims MA200,81,49.4,0.85
SAVAREFR,signal,Bullish Engulfing,46,41.3,-0.06
SAVAREFR,signal,Bearish Engulfing,108,57.4,-0.06
SAVAREFR,signal,Bullish Harami,102,42.2,-0.41
SAVAREFR,signal,MACD bull cross,101,35.6,-0.77
SAVAREFR,signal,Morning Star,58,39.7,-0.8
SAVAREFR,signal,Evening Star,31,58.1,-1.17
SAVAREFR,signal,Shooting Star,34,47.1,-1.31
SAVAREFR,signal,RSI>70 overbought,117,62.4,-1.37
SAVAREFR,signal,Above upper Bollinger,203,59.6,-1.47
SAVAREFR,signal,Below the Stomach,87,44.8,-1.96
SAVAREFR,signal,Three Black Crows,31,48.4,-2.19
SAVAREFR,signal,Double Bottom,66,36.4,-2.33
SAVAREFR,signal,Stochastic>80,382,59.2,-2.37
SAVAREFR,signal,Bearish Marubozu,57,47.4,-2.99
SAVAREFR,signal,Three Outside Down,36,36.1,-3.24
SAVAREFR,signal,Bearish Harami,39,56.4,-3.56
SAVAREFR,signal,Hanging Man,50,58.0,-4.51
SAVAREFR,signal,Double Top,94,47.9,-4.69
SAVAREFR,signal,MACD bear cross,101,47.5,-6.42
SAVAREFR,signal,52w-low breakdown,31,22.6,-11.86
SAVAREFR,bounce,2022-02-15,171.0,197.7,16
SAVAREFR,bounce,2022-02-27,167.2,224.0,34
SAVAREFR,bounce,2022-03-08,187.8,275.0,46
SAVAREFR,bounce,2022-05-19,180.0,207.4,15
SAVAREFR,bounce,2022-05-26,188.0,223.0,19
SAVAREFR,bounce,2022-06-21,203.0,257.0,27
SAVAREFR,bounce,2022-07-12,229.6,294.5,28
SAVAREFR,bounce,2022-07-28,251.2,294.0,17
SBACBANK,signal,RSI<30 oversold,55,50.9,2.05
SBACBANK,signal,Below lower Bollinger,38,47.4,1.29
SBACBANK,signal,Bearish Engulfing,51,62.7,0.87
SBACBANK,signal,Stochastic>80,59,64.4,0.44
SBACBANK,signal,Stochastic<20,175,42.9,-0.4
SBACBANK,signal,Bullish Harami,43,34.9,-1.83
SBACBANK,bounce,2025-04-30,6.9,9.0,30
SBACBANK,bounce,2025-06-22,6.5,8.7,34
SBACBANK,bounce,2025-07-22,7.8,9.3,19
SBACBANK,bounce,2025-11-16,5.0,6.9,38
SBACBANK,bounce,2025-12-07,5.4,6.7,24
SBACBANK,bounce,2026-01-11,6.0,7.6,27
SBACBANK,bounce,2026-05-12,5.2,6.8,31
SBACBANK,bounce,2026-06-09,5.8,6.8,17
SEAPEARL,signal,52w-high breakout,47,78.7,16.9
SEAPEARL,signal,52w-low breakdown,44,70.5,5.89
SEAPEARL,signal,Three Black Crows,31,67.7,2.53
SEAPEARL,signal,Bullish Engulfing,33,51.5,1.04
SEAPEARL,signal,Three Outside Down,46,54.3,-0.49
SEAPEARL,signal,MACD bull cross,44,45.5,-0.95
SEAPEARL,signal,Bearish Engulfing,76,48.7,-0.96
SEAPEARL,signal,Bullish Harami,64,43.8,-1.19
SEAPEARL,signal,Stretch<-30% vs MA200,364,45.3,-2.02
SEAPEARL,signal,MACD bear cross,42,52.4,-2.05
SEAPEARL,signal,Stochastic<20,318,40.3,-4.93
SEAPEARL,signal,Above upper Bollinger,88,46.6,-5.68
SEAPEARL,signal,Stochastic>80,195,38.5,-5.87
SEAPEARL,signal,RSI<30 oversold,118,44.1,-6.12
SEAPEARL,signal,Stretch>50% vs MA200,153,37.3,-8.18
SEAPEARL,signal,Below lower Bollinger,77,36.4,-9.48
SEAPEARL,signal,RSI>70 overbought,97,25.8,-10.51
SEAPEARL,bounce,2025-05-28,42.3,61.7,46
SEAPEARL,bounce,2025-08-10,49.2,61.5,25
SEAPEARL,bounce,2025-10-28,33.2,40.8,23
SEAPEARL,bounce,2025-11-16,29.3,36.9,26
SEAPEARL,bounce,2026-01-29,30.0,35.3,18
SEAPEARL,bounce,2026-03-01,31.0,38.8,25
SEAPEARL,bounce,2026-03-09,34.3,41.4,21
SEAPEARL,bounce,2026-05-03,33.5,38.6,15
SEMLFBSLGF,signal,RSI<30 oversold,55,67.3,3.55
SEMLFBSLGF,signal,RSI>70 overbought,44,70.5,3.0
SEMLFBSLGF,signal,Below lower Bollinger,63,50.8,1.68
SEMLFBSLGF,signal,Stochastic>80,77,67.5,1.18
SEMLFBSLGF,signal,Above upper Bollinger,67,65.7,1.13
SEMLFBSLGF,signal,Price reclaims MA200,32,43.8,0.21
SEMLFBSLGF,signal,Bullish Harami,84,50.0,0.08
SEMLFBSLGF,signal,Stochastic<20,324,50.3,-0.04
SEMLFBSLGF,signal,MACD bull cross,37,40.5,-0.69
SEMLFBSLGF,signal,Three Outside Down,40,40.0,-0.88
SEMLFBSLGF,signal,Bearish Engulfing,119,49.6,-1.2
SEMLFBSLGF,signal,MACD bear cross,40,52.5,-1.47
SEMLFBSLGF,signal,Bearish Marubozu,69,39.1,-2.29
SEMLFBSLGF,bounce,2025-03-11,4.2,5.0,19
SEMLFBSLGF,bounce,2025-03-20,4.6,5.6,22
SEMLFBSLGF,bounce,2025-04-21,4.8,7.2,50
SEMLFBSLGF,bounce,2025-06-22,5.0,6.2,24
SEMLFBSLGF,bounce,2025-11-16,3.9,5.2,33
SEMLFBSLGF,bounce,2025-12-23,4.6,5.6,22
SEMLFBSLGF,bounce,2026-03-09,4.5,5.9,31
SEMLFBSLGF,bounce,2026-04-06,4.9,5.9,20
SEMLIBBLSF,signal,RSI>70 overbought,52,67.3,4.66
SEMLIBBLSF,signal,RSI<30 oversold,41,65.9,3.98
SEMLIBBLSF,signal,Below lower Bollinger,65,70.8,3.1
SEMLIBBLSF,signal,Above upper Bollinger,93,65.6,1.0
SEMLIBBLSF,signal,Stochastic<20,402,47.5,-0.19
SEMLIBBLSF,signal,MACD bull cross,54,38.9,-0.44
SEMLIBBLSF,signal,Stochastic>80,138,61.6,-0.51
SEMLIBBLSF,signal,Bullish Harami,119,42.9,-0.53
SEMLIBBLSF,signal,Bearish Harami,34,52.9,-1.18
SEMLIBBLSF,signal,Bullish Marubozu,42,33.3,-1.18
SEMLIBBLSF,signal,Bearish Marubozu,98,52.0,-1.64
SEMLIBBLSF,signal,Three Outside Down,58,48.3,-1.78
SEMLIBBLSF,signal,Bearish Engulfing,158,51.9,-2.11
SEMLIBBLSF,signal,MACD bear cross,53,47.2,-2.77
SEMLIBBLSF,bounce,2024-08-04,6.3,8.0,27
SEMLIBBLSF,bounce,2024-10-21,5.8,6.7,16
SEMLIBBLSF,bounce,2024-10-29,5.5,7.5,36
SEMLIBBLSF,bounce,2025-02-02,5.7,7.4,30
SEMLIBBLSF,bounce,2025-04-29,6.5,7.9,22
SEMLIBBLSF,bounce,2025-08-27,6.2,7.2,16
SEMLIBBLSF,bounce,2025-11-16,5.2,6.4,23
SEMLIBBLSF,bounce,2026-03-08,5.5,6.7,22
SEMLLECMF,signal,Above the Stomach,30,56.7,3.78
SEMLLECMF,signal,Stretch>50% vs MA200,84,66.7,3.45
SEMLLECMF,signal,RSI<30 oversold,79,63.3,1.42
SEMLLECMF,signal,MACD bull cross,46,43.5,0.47
SEMLLECMF,signal,MACD bear cross,45,55.6,0.45
SEMLLECMF,signal,Below lower Bollinger,83,49.4,0.33
SEMLLECMF,signal,Bullish Harami,120,46.7,0.25
SEMLLECMF,signal,Three Black Crows,33,63.6,0.12
SEMLLECMF,signal,Three Outside Down,53,54.7,-0.46
SEMLLECMF,signal,Bullish Marubozu,58,37.9,-0.66
SEMLLECMF,signal,Bearish Marubozu,79,55.7,-0.75
SEMLLECMF,signal,Above upper Bollinger,113,54.0,-0.8
SEMLLECMF,signal,Stochastic<20,465,40.9,-1.18
SEMLLECMF,signal,Bearish Harami,40,52.5,-1.56
SEMLLECMF,signal,Bearish Engulfing,141,53.2,-2.17
SEMLLECMF,signal,Below the Stomach,34,47.1,-2.35
SEMLLECMF,signal,Price reclaims MA200,31,32.3,-2.43
SEMLLECMF,signal,Stochastic>80,182,50.0,-2.85
SEMLLECMF,signal,52w-low breakdown,37,51.4,-3.42
SEMLLECMF,signal,RSI>70 overbought,98,41.8,-4.75
SEMLLECMF,bounce,2025-03-09,6.3,8.6,37
SEMLLECMF,bounce,2025-04-09,7.8,14.5,86
SEMLLECMF,bounce,2025-05-29,9.4,11.3,20
SEMLLECMF,bounce,2025-06-02,10.2,12.0,18
SEMLLECMF,bounce,2025-06-23,10.7,14.0,31
SEMLLECMF,bounce,2025-07-22,9.2,10.8,17
SEMLLECMF,bounce,2025-08-24,6.6,7.8,18
SEMLLECMF,bounce,2025-09-28,6.9,8.2,19
SHAHJABANK,signal,Stretch<-30% vs MA200,223,56.1,3.19
SHAHJABANK,signal,Stochastic<20,1016,54.6,1.26
SHAHJABANK,signal,RSI<30 oversold,245,54.3,1.25
SHAHJABANK,signal,Stochastic>80,606,56.3,1.16
SHAHJABANK,signal,Inverted Hammer,103,47.6,0.96
SHAHJABANK,signal,Three Outside Up,39,48.7,0.62
SHAHJABANK,signal,Stretch>50% vs MA200,93,53.8,0.62
SHAHJABANK,signal,Bullish Engulfing,120,45.8,0.42
SHAHJABANK,signal,Three Outside Down,87,55.2,0.16
SHAHJABANK,signal,Bearish Engulfing,245,55.1,0.14
SHAHJABANK,signal,Below lower Bollinger,203,45.3,0.0
SHAHJABANK,signal,Above the Stomach,76,48.7,-0.11
SHAHJABANK,signal,Above upper Bollinger,295,57.6,-0.14
SHAHJABANK,signal,Bullish Marubozu,89,47.2,-0.42
SHAHJABANK,signal,Tweezer Bottom,37,43.2,-0.78
SHAHJABANK,signal,Evening Star,63,47.6,-0.83
SHAHJABANK,signal,Bearish Harami,151,53.0,-0.83
SHAHJABANK,signal,Bearish Marubozu,78,48.7,-0.95
SHAHJABANK,signal,Bullish Harami,176,42.0,-1.39
SHAHJABANK,signal,RSI>70 overbought,228,54.8,-1.74
SHAHJABANK,signal,MACD bear cross,167,45.5,-2.21
SHAHJABANK,signal,Three Black Crows,42,57.1,-2.42
SHAHJABANK,signal,Morning Star,80,33.8,-2.57
SHAHJABANK,signal,52w-high breakout,63,42.9,-2.57
SHAHJABANK,signal,MACD bull cross,165,37.6,-2.73
SHAHJABANK,signal,Below the Stomach,81,49.4,-2.74
SHAHJABANK,signal,52w-low breakdown,67,46.3,-3.02
SHAHJABANK,signal,Price reclaims MA200,130,30.8,-3.51
SHAHJABANK,bounce,2021-06-08,18.1,21.5,19
SHAHJABANK,bounce,2021-10-17,18.5,21.9,19
SHAHJABANK,bounce,2024-01-30,16.5,19.9,21
SHAHJABANK,bounce,2024-02-25,18.1,20.9,15
SHAHJABANK,bounce,2024-06-12,16.6,19.2,16
SHAHJABANK,bounce,2024-06-26,17.6,21.0,19
SHAHJABANK,bounce,2025-06-23,15.9,19.6,23
SHAHJABANK,bounce,2025-10-15,15.9,18.9,19
SHARPIND,bounce,2025-06-24,14.5,20.2,39
SHARPIND,bounce,2025-08-10,17.2,20.0,16
SHARPIND,bounce,2025-11-13,10.1,13.1,30
SHARPIND,bounce,2025-12-01,11.8,13.8,17
SHARPIND,bounce,2026-02-01,11.6,17.4,50
SHARPIND,bounce,2026-03-09,14.4,17.6,22
SHARPIND,bounce,2026-04-29,14.9,20.6,38
SHASHADNIM,signal,RSI<30 oversold,119,58.8,3.93
SHASHADNIM,signal,Below lower Bollinger,125,52.8,1.99
SHASHADNIM,signal,Stretch<-30% vs MA200,73,41.1,0.68
SHASHADNIM,signal,Bullish Engulfing,63,44.4,0.55
SHASHADNIM,signal,Above upper Bollinger,131,61.1,0.37
SHASHADNIM,signal,Inverted Hammer,41,39.0,0.3
SHASHADNIM,signal,Stochastic<20,593,47.2,0.27
SHASHADNIM,signal,Three Black Crows,37,59.5,-0.1
SHASHADNIM,signal,Bullish Harami,104,49.0,-0.17
SHASHADNIM,signal,Bearish Engulfing,153,58.8,-0.35
SHASHADNIM,signal,Morning Star,48,47.9,-0.43
SHASHADNIM,signal,MACD bull cross,75,46.7,-0.67
SHASHADNIM,signal,Stochastic>80,239,56.9,-1.13
SHASHADNIM,signal,Price reclaims MA200,35,45.7,-1.19
SHASHADNIM,signal,MACD bear cross,78,51.3,-1.38
SHASHADNIM,signal,Three Outside Down,93,52.7,-1.43
SHASHADNIM,signal,Above the Stomach,37,32.4,-2.35
SHASHADNIM,signal,Below the Stomach,30,46.7,-2.58
SHASHADNIM,signal,Stretch>50% vs MA200,85,36.5,-3.9
SHASHADNIM,signal,52w-low breakdown,69,44.9,-5.03
SHASHADNIM,signal,RSI>70 overbought,79,41.8,-6.23
SHASHADNIM,bounce,2024-10-21,18.6,21.9,18
SHASHADNIM,bounce,2025-02-05,17.4,20.4,17
SHASHADNIM,bounce,2025-05-29,16.0,19.7,23
SHASHADNIM,bounce,2025-06-23,16.7,21.7,30
SHASHADNIM,bounce,2025-11-16,13.8,16.9,22
SHASHADNIM,bounce,2025-12-29,15.0,18.3,22
SHASHADNIM,bounce,2026-02-08,16.4,19.4,18
SHASHADNIM,bounce,2026-03-08,17.6,20.8,18
SHEPHERD,signal,Stretch<-30% vs MA200,108,65.7,2.53
SHEPHERD,signal,Morning Star,34,55.9,1.31
SHEPHERD,signal,MACD bear cross,63,55.6,0.89
SHEPHERD,signal,RSI<30 oversold,70,52.9,0.83
SHEPHERD,signal,Bullish Engulfing,32,59.4,0.5
SHEPHERD,signal,52w-low breakdown,48,56.2,0.08
SHEPHERD,signal,Three Black Crows,41,48.8,0.0
SHEPHERD,signal,Stochastic<20,380,46.8,-0.04
SHEPHERD,signal,Bullish Harami,87,46.0,-0.13
SHEPHERD,signal,Below lower Bollinger,89,47.2,-0.19
SHEPHERD,signal,Three Outside Down,59,55.9,-0.22
SHEPHERD,signal,Stretch>50% vs MA200,49,61.2,-0.32
SHEPHERD,signal,Above the Stomach,38,44.7,-0.41
SHEPHERD,signal,Bearish Engulfing,108,59.3,-0.56
SHEPHERD,signal,Stochastic>80,161,55.3,-0.61
SHEPHERD,signal,Above upper Bollinger,84,57.1,-0.84
SHEPHERD,signal,RSI>70 overbought,66,51.5,-1.16
SHEPHERD,signal,MACD bull cross,60,31.7,-2.73
SHEPHERD,bounce,2025-11-17,9.8,12.2,24
SHEPHERD,bounce,2025-12-01,11.1,14.9,34
SHEPHERD,bounce,2026-02-01,11.2,14.0,25
SHEPHERD,bounce,2026-03-08,12.5,14.4,15
SHEPHERD,bounce,2026-04-07,12.7,16.2,28
SHEPHERD,bounce,2026-04-23,14.0,18.0,29
SHEPHERD,bounce,2026-04-30,15.1,17.8,18
SHEPHERD,bounce,2026-05-18,14.9,17.5,17
SHURWID,signal,Bearish Harami,30,73.3,3.1
SHURWID,signal,Morning Star,51,58.8,2.21
SHURWID,signal,Stretch<-30% vs MA200,230,46.5,1.82
SHURWID,signal,Bullish Engulfing,54,57.4,1.31
SHURWID,signal,Bearish Engulfing,187,61.0,0.9
SHURWID,signal,RSI>70 overbought,80,61.3,0.78
SHURWID,signal,Bullish Marubozu,30,33.3,0.69
SHURWID,signal,Evening Star,33,54.5,0.53
SHURWID,signal,Below lower Bollinger,147,46.9,0.1
SHURWID,signal,Stochastic>80,227,56.8,-0.0
SHURWID,signal,Above upper Bollinger,143,54.5,-0.58
SHURWID,signal,MACD bull cross,80,42.5,-0.64
SHURWID,signal,Three Outside Down,97,51.5,-0.67
SHURWID,signal,Stretch>50% vs MA200,52,55.8,-0.78
SHURWID,signal,Stochastic<20,668,42.1,-0.87
SHURWID,signal,Inverted Hammer,32,40.6,-1.01
SHURWID,signal,Bearish Marubozu,81,55.6,-1.07
SHURWID,signal,52w-low breakdown,119,58.8,-1.31
SHURWID,signal,Bullish Harami,156,35.9,-1.6
SHURWID,signal,RSI<30 oversold,220,37.3,-1.77
SHURWID,signal,Double Top,65,50.8,-1.85
SHURWID,signal,52w-high breakout,40,45.0,-2.41
SHURWID,signal,Price reclaims MA200,35,34.3,-2.45
SHURWID,signal,Three Black Crows,48,58.3,-2.55
SHURWID,signal,MACD bear cross,81,53.1,-3.26
SHURWID,signal,Above the Stomach,44,27.3,-4.0
SHURWID,bounce,2026-01-26,4.0,5.5,38
SHURWID,bounce,2026-02-09,5.0,7.1,42
SHURWID,bounce,2026-02-22,5.6,6.9,23
SHURWID,bounce,2026-03-01,6.0,7.2,20
SHURWID,bounce,2026-03-04,6.5,7.8,20
SHURWID,bounce,2026-03-09,6.4,7.7,20
SHURWID,bounce,2026-05-03,5.5,6.7,22
SHURWID,bounce,2026-05-21,5.8,7.4,28
SHYAMPSUG,signal,52w-high breakout,93,58.1,7.11
SHYAMPSUG,signal,Above the Stomach,65,43.1,4.51
SHYAMPSUG,signal,Stochastic<20,980,52.4,3.98
SHYAMPSUG,signal,Stretch<-30% vs MA200,189,55.0,3.69
SHYAMPSUG,signal,Inverted Hammer,87,57.5,3.68
SHYAMPSUG,signal,Below lower Bollinger,179,49.7,3.11
SHYAMPSUG,signal,Bullish Marubozu,45,48.9,2.88
SHYAMPSUG,signal,Bullish Engulfing,84,45.2,2.02
SHYAMPSUG,signal,Bullish Harami,174,45.4,1.96
SHYAMPSUG,signal,Double Bottom,73,42.5,1.19
SHYAMPSUG,signal,Three Black Crows,41,70.7,0.48
SHYAMPSUG,signal,MACD bull cross,138,46.4,0.21
SHYAMPSUG,signal,RSI<30 oversold,93,34.4,0.19
SHYAMPSUG,signal,Morning Star,68,39.7,0.18
SHYAMPSUG,signal,Price reclaims MA200,91,39.6,-0.39
SHYAMPSUG,signal,Stretch>50% vs MA200,440,58.0,-0.98
SHYAMPSUG,signal,Stochastic>80,457,58.4,-1.73
SHYAMPSUG,signal,Bearish Engulfing,201,54.7,-1.79
SHYAMPSUG,signal,Hanging Man,42,66.7,-1.86
SHYAMPSUG,signal,Bearish Harami,71,53.5,-2.2
SHYAMPSUG,signal,Below the Stomach,82,52.4,-2.85
SHYAMPSUG,signal,Double Top,97,47.4,-3.88
SHYAMPSUG,signal,MACD bear cross,138,52.2,-4.21
SHYAMPSUG,signal,Bearish Marubozu,92,55.4,-4.22
SHYAMPSUG,signal,Above upper Bollinger,241,49.4,-4.75
SHYAMPSUG,signal,Three Outside Down,69,40.6,-5.36
SHYAMPSUG,signal,Evening Star,38,52.6,-5.65
SHYAMPSUG,signal,RSI>70 overbought,193,47.2,-6.97
SHYAMPSUG,signal,52w-low breakdown,60,28.3,-9.62
SHYAMPSUG,bounce,2025-11-13,165.6,200.0,21
SHYAMPSUG,bounce,2025-11-30,176.8,235.5,33
SHYAMPSUG,bounce,2025-12-21,150.0,174.0,16
SHYAMPSUG,bounce,2026-01-07,115.0,142.0,23
SHYAMPSUG,bounce,2026-01-19,125.0,165.0,32
SHYAMPSUG,bounce,2026-02-02,146.1,177.7,22
SHYAMPSUG,bounce,2026-02-22,150.1,179.9,20
SHYAMPSUG,bounce,2026-05-17,138.1,238.9,73
SIBL,signal,Stretch<-30% vs MA200,66,63.6,2.34
SIBL,signal,Bullish Marubozu,81,56.8,1.43
SIBL,signal,Above the Stomach,33,42.4,0.89
SIBL,signal,Bullish Engulfing,74,47.3,0.74
SIBL,signal,Below lower Bollinger,170,48.8,0.58
SIBL,signal,Inverted Hammer,69,43.5,0.54
SIBL,signal,Price reclaims MA200,61,54.1,0.5
SIBL,signal,Evening Star,45,57.8,0.42
SIBL,signal,Below the Stomach,43,48.8,0.22
SIBL,signal,Bearish Engulfing,274,51.8,-0.19
SIBL,signal,RSI>70 overbought,212,59.0,-0.31
SIBL,signal,Three Outside Down,81,54.3,-0.36
SIBL,signal,MACD bull cross,117,46.2,-0.58
SIBL,signal,Bullish Harami,176,44.3,-0.69
SIBL,signal,Stochastic<20,858,46.6,-0.69
SIBL,signal,Stochastic>80,391,54.7,-0.88
SIBL,signal,RSI<30 oversold,208,49.5,-0.92
SIBL,signal,Three Black Crows,39,48.7,-0.99
SIBL,signal,MACD bear cross,123,54.5,-1.0
SIBL,signal,Bearish Marubozu,70,47.1,-1.23
SIBL,signal,Bearish Harami,96,46.9,-1.29
SIBL,signal,52w-low breakdown,90,53.3,-1.73
SIBL,signal,Above upper Bollinger,188,53.7,-1.76
SIBL,signal,Tweezer Bottom,42,42.9,-2.05
SIBL,signal,Morning Star,57,36.8,-2.12
SIBL,signal,52w-high breakout,42,21.4,-3.93
SIBL,bounce,2024-08-04,7.1,12.3,73
SIBL,bounce,2024-08-22,9.7,12.4,28
SIBL,bounce,2024-09-15,10.0,13.7,37
SIBL,bounce,2024-10-29,7.7,10.0,30
SIBL,bounce,2024-11-10,8.7,10.6,22
SIBL,bounce,2025-06-17,7.2,8.7,21
SIBL,bounce,2025-09-24,3.0,6.2,107
SIBL,bounce,2025-10-13,3.9,4.8,23
SICL,signal,Stochastic<20,62,59.7,0.77
SICL,signal,Stochastic>80,54,40.7,-8.01
SICL,signal,Above upper Bollinger,30,36.7,-11.6
SICL,signal,RSI>70 overbought,34,29.4,-14.52
SICL,bounce,2025-06-15,19.0,22.0,16
SICL,bounce,2025-06-29,19.6,23.9,22
SICL,bounce,2025-08-14,20.2,26.4,31
SICL,bounce,2025-11-13,16.1,19.8,23
SICL,bounce,2025-12-24,18.1,23.3,29
SICL,bounce,2026-03-08,18.0,40.8,127
SILCOPHL,signal,RSI<30 oversold,40,70.0,5.13
SILCOPHL,signal,Below lower Bollinger,63,60.3,2.86
SILCOPHL,signal,Above upper Bollinger,80,67.5,1.11
SILCOPHL,signal,Stochastic<20,323,51.7,0.92
SILCOPHL,signal,Stochastic>80,108,61.1,0.67
SILCOPHL,signal,Bullish Harami,73,49.3,0.46
SILCOPHL,signal,MACD bull cross,41,61.0,0.31
SILCOPHL,signal,RSI>70 overbought,56,60.7,0.28
SILCOPHL,signal,MACD bear cross,40,60.0,-0.65
SILCOPHL,signal,Bearish Engulfing,100,53.0,-0.78
SILCOPHL,signal,Bullish Engulfing,35,45.7,-1.43
SILCOPHL,signal,Three Outside Down,42,61.9,-1.68
SILCOPHL,signal,Price reclaims MA200,38,21.1,-4.18
SILCOPHL,bounce,2025-04-30,12.6,15.4,22
SILCOPHL,bounce,2025-05-28,13.0,15.8,22
SILCOPHL,bounce,2025-06-22,13.6,17.7,30
SILCOPHL,bounce,2025-09-11,15.7,18.5,18
SILCOPHL,bounce,2025-11-16,11.1,14.4,30
SILCOPHL,bounce,2025-12-09,12.3,14.2,15
SILCOPHL,bounce,2026-03-09,12.5,15.7,26
SILCOPHL,bounce,2026-04-28,13.9,22.6,63
SILVAPHL,signal,Stretch<-30% vs MA200,56,67.9,3.75
SILVAPHL,signal,Below lower Bollinger,69,63.8,3.73
SILVAPHL,signal,RSI<30 oversold,54,61.1,1.11
SILVAPHL,signal,Bullish Harami,60,46.7,0.94
SILVAPHL,signal,MACD bull cross,38,55.3,0.71
SILVAPHL,signal,Morning Star,30,53.3,0.7
SILVAPHL,signal,Stochastic<20,330,49.7,0.23
SILVAPHL,signal,Above upper Bollinger,73,54.8,-0.4
SILVAPHL,signal,Stochastic>80,133,45.1,-1.26
SILVAPHL,signal,MACD bear cross,38,50.0,-1.49
SILVAPHL,signal,Bearish Engulfing,101,51.5,-1.97
SILVAPHL,signal,Three Outside Down,55,56.4,-2.06
SILVAPHL,signal,Bullish Engulfing,38,31.6,-2.47
SILVAPHL,signal,52w-low breakdown,33,30.3,-6.62
SILVAPHL,bounce,2025-08-20,11.3,13.3,18
SILVAPHL,bounce,2025-09-01,12.0,14.4,20
SILVAPHL,bounce,2025-11-16,7.6,10.2,34
SILVAPHL,bounce,2025-12-21,9.0,10.9,21
SILVAPHL,bounce,2026-03-09,8.8,12.9,47
SILVAPHL,bounce,2026-04-28,9.9,13.9,40
SILVAPHL,bounce,2026-06-08,12.5,14.5,16
SILVAPHL,bounce,2026-06-23,12.8,15.6,22
SIMTEX,signal,52w-high breakout,51,60.8,3.3
SIMTEX,signal,Stretch<-30% vs MA200,66,53.0,3.15
SIMTEX,signal,Stretch>50% vs MA200,57,59.6,2.33
SIMTEX,signal,Above the Stomach,60,55.0,2.31
SIMTEX,signal,Price reclaims MA200,59,54.2,2.16
SIMTEX,signal,Double Bottom,38,52.6,0.93
SIMTEX,signal,Three Black Crows,39,53.8,0.7
SIMTEX,signal,52w-low breakdown,56,66.1,0.7
SIMTEX,signal,MACD bear cross,86,55.8,0.57
SIMTEX,signal,Bearish Engulfing,147,55.8,0.19
SIMTEX,signal,Morning Star,54,40.7,0.15
SIMTEX,signal,Inverted Hammer,32,62.5,0.1
SIMTEX,signal,Bullish Harami,114,48.2,-0.1
SIMTEX,signal,Stochastic<20,549,46.6,-0.37
SIMTEX,signal,Below lower Bollinger,111,48.6,-0.61
SIMTEX,signal,Three Outside Down,84,51.2,-1.06
SIMTEX,signal,Stochastic>80,299,52.5,-1.45
SIMTEX,signal,RSI<30 oversold,142,35.9,-1.47
SIMTEX,signal,MACD bull cross,85,37.6,-1.61
SIMTEX,signal,Double Top,38,50.0,-1.79
SIMTEX,signal,Bearish Harami,30,43.3,-1.93
SIMTEX,signal,Bullish Engulfing,74,41.9,-1.99
SIMTEX,signal,RSI>70 overbought,132,45.5,-2.97
SIMTEX,signal,Evening Star,37,40.5,-3.59
SIMTEX,signal,Above upper Bollinger,143,40.6,-3.81
SIMTEX,bounce,2025-08-04,16.7,21.2,27
SIMTEX,bounce,2025-09-15,18.3,30.5,67
SIMTEX,bounce,2025-10-19,27.3,34.5,26
SIMTEX,bounce,2025-11-17,28.9,33.9,17
SIMTEX,bounce,2025-11-23,26.7,34.5,29
SIMTEX,bounce,2025-12-18,20.2,23.4,16
SIMTEX,bounce,2026-01-12,19.9,26.9,35
SIMTEX,bounce,2026-03-09,20.6,25.3,23
SINGERBD,signal,Stretch>50% vs MA200,115,80.9,20.95
SINGERBD,signal,Stretch<-30% vs MA200,243,70.4,13.47
SINGERBD,signal,RSI<30 oversold,233,62.2,10.46
SINGERBD,signal,Below lower Bollinger,258,62.4,10.32
SINGERBD,signal,Stochastic<20,1842,63.1,7.99
SINGERBD,signal,Stochastic>80,971,69.1,7.53
